,Dissimilarity,correlation,homogen,Energy,Contrast,lables
0,12.143809523809523,0.3445479665787998,0.07859254532170887,0.031225897734771434,252.20857142857142,covid
1,36.64380952380951,0.39994229614542504,0.10911576534819294,0.0350315698242848,3740.215238095238,noncovid
2,26.784761904761893,0.727570528276774,0.14330311436954546,0.04445691435041449,2353.687619047618,noncovid
3,6.5647619047619035,-0.03487267493504309,0.15045521678575924,0.05491283548619381,69.46952380952379,noncovid
4,5.129523809523809,0.4912951470570209,0.260204948408501,0.09401355621842239,62.10857142857142,covid
5,5.896190476190476,0.4964996705216761,0.15952950127746454,0.05525451315946776,56.789523809523814,covid
6,21.246666666666695,0.25744711150285665,0.32457540114778244,0.17554321263191536,1885.951428571431,covid
7,5.501904761904762,0.6640016556884799,0.2616453210846593,0.09271417565478829,73.0104761904762,noncovid
8,2.546666666666667,0.6645977541382816,0.3647684728455533,0.1415191308590219,14.99047619047619,noncovid
9,14.384761904761902,0.4911413030586075,0.11320797305242014,0.036446463082195145,777.9657142857141,covid
10,16.027619047619066,0.1912571993158115,0.3750516528883308,0.20508612205685084,1444.216190476192,covid
11,23.53047619047618,0.4178763888753801,0.10526270210633291,0.041409409909161254,1745.9666666666658,noncovid
12,5.177142857142857,0.5072670925814099,0.17928806898963384,0.05565931353936616,43.98857142857143,covid
13,18.739999999999995,0.6699033122431725,0.16037986679230598,0.03989782869648269,1341.4580952380948,noncovid
14,8.299047619047617,0.30353686690800247,0.1553260307955681,0.057636754461477153,218.19238095238092,covid
15,11.269523809523808,0.2059510121916642,0.18463150394464328,0.0654653670707977,548.282857142857,noncovid
16,33.80857142857144,0.6421666068685457,0.1504440755960879,0.06942262695826805,2971.7952380952383,covid
17,17.450476190476188,0.4084910684651296,0.17053463554146475,0.04372144354719248,1201.1399999999999,covid
18,34.58476190476189,0.49192460572548036,0.07192971322949798,0.03052822938061829,3106.678095238094,noncovid
19,13.326666666666666,0.5115297893074178,0.12246027525741116,0.05003400204405218,672.0371428571428,covid
20,4.604761904761904,0.5972557742806128,0.2434871521215266,0.0676425177242955,43.399047619047614,noncovid
21,4.728571428571429,0.1533768560979774,0.20082445396095105,0.07192525724935218,37.73428571428572,covid
22,3.63047619047619,0.007683032203379253,0.24407553219789907,0.09064895785441057,21.89142857142857,noncovid
23,2.095238095238095,0.2597127700480459,0.3739495801392925,0.14483394197597232,7.554285714285714,covid
24,0.08285714285714285,-0.020786475197113123,0.9642417582417581,0.9334414417466518,0.1685714285714285,noncovid
